Time,DriverNumber,LapTime,LapNumber,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,SpeedI1,SpeedI2,SpeedFL,SpeedST,Compound,TyreLife
0 days 00:11:35.072000,4,"",1,0 days 00:10:06.277000,0 days 00:11:30.228000,"",0 days 00:00:37.030000,0 days 00:00:30.151000,248.0,209.0,"",265.0,hard,1.0
0 days 00:22:59.763000,4,"",2,0 days 00:21:40.059000,"","",0 days 00:00:35.677000,0 days 00:00:23.935000,270.0,219.0,265.0,279.0,hard,1.0
0 days 00:24:10.014000,4,0 days 00:01:10.251000,3,"","",0 days 00:00:17.991000,0 days 00:00:30.952000,0 days 00:00:21.308000,290.0,236.0,276.0,301.0,hard,2.0
0 days 00:25:18.220000,4,0 days 00:01:08.206000,4,"","",0 days 00:00:17.096000,0 days 00:00:30.201000,0 days 00:00:20.909000,301.0,241.0,279.0,304.0,hard,3.0
0 days 00:26:26.733000,4,0 days 00:01:08.513000,5,"","",0 days 00:00:17.055000,0 days 00:00:30.179000,0 days 00:00:21.279000,298.0,237.0,276.0,305.0,hard,4.0
0 days 00:27:43.624000,4,0 days 00:01:16.891000,6,"","",0 days 00:00:19.998000,0 days 00:00:34.691000,0 days 00:00:22.202000,276.0,223.0,277.0,282.0,hard,5.0
0 days 00:29:11.518000,4,0 days 00:01:27.894000,7,"",0 days 00:29:06.766000,0 days 00:00:18.680000,0 days 00:00:34.017000,0 days 00:00:35.197000,240.0,210.0,"",272.0,hard,6.0
0 days 00:39:40.651000,4,"",8,0 days 00:38:11.518000,"","",0 days 00:00:40.138000,0 days 00:00:27.856000,227.0,167.0,248.0,225.0,intermediate,1.0
0 days 00:41:12.458000,4,0 days 00:01:31.807000,9,"",0 days 00:41:09.024000,0 days 00:00:20.186000,0 days 00:00:39.781000,0 days 00:00:31.840000,226.0,180.0,"",234.0,intermediate,2.0
0 days 00:47:33.504000,4,"",10,0 days 00:46:17.217000,"","",0 days 00:00:34.227000,0 days 00:00:23.440000,276.0,211.0,276.0,280.0,hard,8.0
0 days 00:48:41.341000,4,0 days 00:01:07.837000,11,"","",0 days 00:00:17.302000,0 days 00:00:29.947000,0 days 00:00:20.588000,301.0,237.0,279.0,304.0,hard,9.0
0 days 00:50:03.891000,4,0 days 00:01:22.550000,12,"","",0 days 00:00:18.571000,0 days 00:00:39.592000,0 days 00:00:24.387000,277.0,195.0,278.0,216.0,hard,10.0
0 days 00:51:10.789000,4,0 days 00:01:06.898000,13,"","",0 days 00:00:16.941000,0 days 00:00:29.659000,0 days 00:00:20.298000,308.0,241.0,280.0,308.0,hard,11.0
0 days 00:52:38.135000,4,0 days 00:01:27.346000,14,"","",0 days 00:00:22.175000,0 days 00:00:41.055000,0 days 00:00:24.116000,234.0,198.0,278.0,149.0,hard,12.0
